station_id,Aluminium,Ammonium,Boron,Chloride,Coli-like-bacteria-Colilert,Coli-like-bacteria,Colony-count-at-22-C,Color-Pt-Co-unit,Color-Pt/Co-scale,Electrical-conductivity,Enterococci,Escherichia-coli-Colilert,Escherichia-coli,Fluoride,Iron,Manganese,Nitrate,Nitrite,Odour-dilution-level,Oxidability,Smell-ball-units,Sodium,Sulphate,Taste-ball-units,Taste-dilution-degree,Turbidity-NTU,pH ,compliance
495.0,29.294,0.05,0.5178700000000004,4.262000000000001,8.826999999999998,0.0,10.32,2.4,2.398,411.0,0.2,0.0,0.0,1.0322999999999996,21.0,23.811999999999998,12.823199999999993,0.00803,1.12,1.2053000000000005,0.0,23.670000000000005,9.372999999999996,0.0,1.0,0.2,7.7,0.0
1417.0,4.975,0.0622999999999999,0.2351499999999999,25.125,0.0,0.0,14.0,4.920000000000001,3.0,368.0,0.0,0.0,0.0,0.7046000000000001,29.0,5.0,0.5830000000000003,0.01006,2.0,1.0511000000000006,0.97,43.11100000000002,8.691999999999997,1.21,2.0,1.0,7.8,0.0
169.0,5.0,0.29,0.277,16.0,44.09600000000001,0.0,11.0,6.4,5.300999999999999,536.0,0.0,0.0,0.0,1.09,55.0,20.0,1.0,0.005,1.07,0.93,0.0,23.0,13.0,0.0,1.0,0.3,8.1,0.0
1526.0,10.171000000000005,0.16,0.1275799999999999,16.726,0.0,0.04,24.58,5.0,4.211000000000002,514.0,0.0,0.0,0.0,0.3135,42.0,17.907000000000004,0.67,0.039,1.14,1.0499999999999998,0.0,15.459400000000002,31.437,0.0,1.31,0.9939999999999998,7.68,0.0
1938.0,10.351000000000004,0.05,0.1499099999999998,3.996,0.575,0.0,5.0,4.836,0.0,293.0,0.0,0.0,0.0,0.2387999999999999,57.9,11.92,1.8076,0.00265,1.0,1.171899999999999,0.97,9.265399999999996,5.633000000000002,1.0,1.0,1.1,7.6,0.0
286.0,10.0,0.05,0.3,50.0,0.335,0.0,6.37,5.567,0.0,284.0,0.0,0.0,0.0,1.2,20.0,10.0,1.0,0.002,1.0,0.7,1.06,37.0,8.8,0.99,1.0,1.0,7.1,0.0
990.0,5.0,0.05,0.311,50.0,0.0,0.0,29.0,4.881000000000001,2.0,503.0,0.0,0.0,0.0,0.62,28.0,5.0,0.48,0.01,2.0,1.2,0.93,48.4,7.0,1.28,2.0,4.6,7.7,0.0
823.0,4.0,0.2,0.211,22.0,0.0,0.0,21.0,5.129000000000001,3.0,556.0,0.0,0.0,0.0,0.71,98.0,24.0,0.76,0.01,2.0,1.3,0.96,22.9,13.0,1.17,2.0,1.0,7.4,0.0
866.0,4.0,0.05,0.075,16.0,0.0,0.0,24.0,4.906999999999999,4.0,559.0,0.0,0.0,0.0,0.44,21.0,2.0,0.56,0.01,4.0,1.7,0.94,10.7,5.0,1.15,4.0,3.3,7.3,0.0
1318.0,12.687000000000005,0.05,0.371,20.93,9.901,0.0,76.0,5.96,5.0,767.0,0.0,0.0,0.0,1.91,40.0,110.97200000000002,0.7308000000000006,0.00427,2.0,0.9319999999999996,1.0,24.30800000000001,27.425999999999995,1.0,2.0,0.5,7.6,1.0
1441.0,4.763999999999999,0.2238,0.1190799999999999,22.539,8.494,0.0,80.0,4.957000000000001,3.0,573.0,0.0,0.0,0.0,0.57,120.0,21.3071,0.8089000000000006,0.00415,2.34,0.9101999999999992,1.0,37.32100000000002,19.992000000000004,1.0,2.43,0.5,7.83,0.0
774.0,10.081,0.0499999999999998,0.1256399999999998,3.7800000000000016,0.0,0.0,10.0,5.189,0.0,316.0,0.0,0.0,0.0,0.6147000000000002,20.0,10.0,1.0048,0.00876,1.0,1.0617,0.91,27.019000000000005,7.175,1.2,1.0,1.0,7.7,0.0
824.0,5.785,0.05,0.6843200000000002,12.847,0.0,0.0,0.0,6.352000000000001,2.0,561.0,0.0,0.0,0.0,0.7706999999999995,25.0,10.0,1.1216000000000006,0.00873,1.0,1.1524999999999996,0.92,25.61900000000001,18.535000000000004,1.17,1.0,1.0,7.5,0.0
831.0,4.774,0.05,0.2121599999999997,55.67700000000001,0.0,0.0,4.0,4.822,2.0,804.0,0.0,0.0,0.0,0.6992999999999999,14.0,5.0,0.9275000000000004,0.00974,1.0,1.6444,0.92,41.98700000000001,28.991000000000003,1.28,1.0,1.0,7.5,0.0
1008.0,4.88,0.0546999999999998,0.1445099999999999,21.892,0.0,0.0,4.0,5.001000000000001,2.0,570.0,0.0,0.0,0.0,0.6980999999999997,18.0,5.0,0.6093000000000006,0.01084,2.0,1.1791000000000005,0.93,34.52000000000001,19.797000000000004,1.24,2.0,1.0,7.6,0.0
615.0,16.476000000000003,0.0590599999999999,0.2505599999999999,17.307,9.988,0.0,0.0,4.871999999999999,5.0,565.0,0.05,0.0,0.0,1.1850999999999996,10.0,8.6335,0.9175,0.00559,1.0,0.9779999999999996,0.99,27.40000000000001,3.412000000000001,1.14,1.0,0.5,7.8,0.0
1091.0,9.43,0.12705,0.8010399999999999,66.338,3.0,0.25,300.0,4.953000000000001,2.0,648.0,0.0,0.0,0.0,0.6483000000000001,75.484,28.578000000000003,0.7356000000000001,0.01073,2.0,0.9094,1.04,54.19600000000004,3.5820000000000016,1.07,2.0,1.0,7.9,1.0
548.0,21.65000000000001,0.03,0.4011700000000002,8.424999999999995,8.901999999999997,0.0,23.0,5.0,3.4640000000000004,457.0,0.0,0.0,0.0,0.6556000000000002,60.0,15.3879,1.0193,0.00308,1.05,1.2629,0.0,22.565,21.46400000000001,0.0,1.0,0.3,7.5,0.0
713.0,16.617000000000004,0.1637600000000001,0.3754599999999998,20.17,8.153999999999998,0.0,14.0,4.207,3.0,239.0,0.73,0.0,0.0,1.22,20.0,19.3227,0.4690000000000006,0.02162,2.28,0.9366999999999992,1.0,33.23700000000001,11.901999999999996,2.0,2.0,0.5,8.3,0.0
1017.0,4.898,0.05,0.09766,20.635,0.675,0.0,37.0,4.723999999999998,6.0,710.0,0.0,0.0,0.0,0.3907999999999999,185.0,36.0,1.4950000000000003,0.00919,1.0,1.6,1.27,4.7,40.0,0.96,1.0,1.8,7.3,0.0
513.0,10.036,0.0499999999999998,0.0981899999999998,4.4060000000000015,0.0,0.0,0.0,5.183,0.0,382.0,0.0,0.0,0.0,0.3079,20.0,10.0,1.2672,0.00859,1.0,1.0956999999999997,0.79,11.146000000000006,8.236999999999997,1.37,1.0,1.0,7.5,0.0
491.0,9.341000000000005,0.21,0.2509299999999999,4.929000000000001,2.2470000000000003,0.0,26.75,5.053,13.3,448.0,0.0,0.0,0.0,0.6747000000000001,151.9802,21.196000000000005,0.7416000000000007,0.00777,1.0,0.9001999999999996,1.1,28.352000000000004,2.8,1.13,1.0,0.7,7.47,0.0
1277.0,5.0,0.17,0.09678,27.0,0.0,0.0,27.0,4.892,6.0,647.0,0.0,0.0,0.0,0.6292999999999997,185.0,26.5,0.45,0.01028,2.0,1.7,1.31,31.5,16.0,1.19,2.0,2.4,7.6,0.0
1028.0,9.565,0.29,0.1132299999999999,5.524000000000001,0.0,0.0,24.0,5.198999999999999,2.0,320.0,0.0,0.0,0.0,0.4203999999999999,42.0,9.0,0.7323000000000008,0.01009,2.0,0.9884000000000002,1.35,18.430000000000003,7.973999999999998,1.63,2.0,1.3,7.8,0.0
542.0,11.965,0.3083999999999999,0.5901099999999999,216.18,8.657999999999998,0.0,44.0,5.0,6.712,1062.0,0.0,0.0,0.0,0.9660999999999996,10.0,23.86,0.8852000000000002,0.0218399999999999,1.98,1.9933000000000007,0.0,87.382,46.831,0.0,2.4,0.3,6.5,0.0
1027.0,8.479000000000005,0.73,0.2183299999999998,253.17,0.0,0.17,300.0,4.865999999999999,11.0,1683.0,0.0,0.0,0.0,0.6532999999999999,43.0,47.0,0.5504000000000007,0.01387,4.0,1.9638,1.4,98.44299999999996,13.775999999999996,0.89,4.0,1.0,7.7,1.0
2311.0,5.638999999999999,0.22,0.8308000000000001,22.737,0.0,0.0,4.0,3.99,2.0,457.0,1.35,0.0,0.0,0.6956999999999998,150.0,23.0,1.0668000000000013,0.01118,2.0,1.0932999999999995,1.04,32.86700000000001,8.804,1.33,2.0,1.6,7.6,0.0
297.0,10.164,0.05,0.0942999999999998,3.5100000000000007,0.0,0.0,0.0,6.277999999999997,0.0,498.0,0.0,0.0,0.0,0.4334000000000002,20.0,10.0,1.1657000000000006,0.00866,1.0,1.1239999999999997,0.91,16.692000000000004,8.354999999999997,1.17,1.0,1.0,7.3,0.0
1117.0,4.873,0.1437700000000001,0.09072,63.556,0.0,0.0,0.0,2.9640000000000004,4.0,716.0,0.0,0.0,0.0,0.7048000000000002,59.0,16.209,4.445099999999997,0.01275,1.0,1.9339999999999995,0.93,36.36599999999998,22.555,1.23,1.0,1.0,7.5,0.0
1409.0,15.609000000000002,0.08,0.1298699999999999,8.104000000000001,0.0,0.0,4.0,0.0,3.561000000000001,448.0,0.0,0.0,0.0,0.7288,53.53,24.856,4.926399999999996,0.0163799999999999,1.26,1.1992999999999998,0.0,31.21200000000001,8.724,0.0,1.0,0.64,7.8,0.0
355.0,10.237,0.05,0.1009499999999998,3.5600000000000005,0.0,0.0,4.0,5.591999999999997,0.0,379.0,0.0,0.0,0.0,0.4144000000000002,20.0,10.0,1.0517000000000003,0.00851,1.0,1.1481999999999994,0.91,16.666000000000004,8.228999999999997,1.17,1.0,1.0,7.3,0.0
805.0,5.39006,1.9636,0.2251999999999998,22.421,0.0,0.04,4.0,4.9659999999999975,13.0,570.0,0.04,0.0,0.0,0.6297999999999998,2000.0,1392.896,0.7484000000000006,0.0254699999999999,4.0,1.970500000000001,1.54,58.402000000000015,4.645000000000003,1.58,4.0,10.0,7.7,1.0
527.0,20.557,0.0542999999999999,0.0927599999999999,5.197000000000002,0.4379999999999999,0.0,0.0,2.715000000000001,0.0,491.0,0.0,0.0,0.0,0.4156000000000002,428.0,79.62199999999999,11.901099999999994,0.00806,1.0,1.0869999999999995,1.52,16.173,8.821999999999997,0.92,1.0,1.4,7.5,1.0
1074.0,10.35,0.05,0.2258699999999998,36.794,0.315,0.0,8.36,5.0,3.0380000000000003,338.0,0.0,0.0,0.0,0.9474,43.0,0.5,1.0025000000000004,0.00921,1.0,1.1674000000000004,0.0,39.39400000000001,9.834999999999996,0.0,1.0,1.1338,7.98,0.0
562.0,24.158999999999992,0.09972,0.5284100000000002,24.684,0.0,0.0,0.0,5.0,7.882999999999999,152.8,1.16,0.0,0.0,0.7954000000000001,135.0,24.6957,10.371399999999996,0.022,1.99,1.9652999999999992,0.0,26.343000000000004,30.0,0.0,1.55,1.3,6.5,0.0
629.0,10.607,1.1994,0.2144199999999999,3.703000000000001,0.0,0.0,0.0,5.163,0.0,372.0,0.04,0.0,0.0,0.5444,115.0,541.0,0.9566,0.01167,1.0,1.1256999999999993,1.37,19.0572,8.319,1.16,1.0,1.0,7.6,1.0
444.0,68.93500000000002,0.05,0.0751,23.0,0.0,100.0,300.0,3.1750000000000007,5.0,758.0,0.0,0.0,0.0,0.24,460.0,11.0,19.3,0.01,4.0,0.96,1.36,12.3,34.0,1.4,4.0,2.0,7.6,1.0
399.0,10.0,0.05,0.2,3.2,0.23,0.0,16.0,4.227,0.0,387.0,0.0,0.0,0.0,0.6,20.0,6.0,1.0,0.002,1.0,1.1,0.93,30.0,8.8,1.02,1.0,1.0,7.7,0.0
590.0,28.829,0.14,0.5426300000000003,5.163,10.032,0.0,15.56,1.5,5.345,421.0,0.16,0.0,0.0,1.0513,122.0,23.786000000000005,12.839899999999997,0.00487,2.0,1.1347999999999994,0.0,25.761999999999997,9.368999999999998,0.0,1.28,0.2,7.7,0.0
1099.0,5.579059999999999,0.1562300000000001,0.6272500000000003,60.944,0.0,0.48,300.0,6.684999999999999,11.0,579.0,0.0,0.0,0.0,1.1176,95.559,13.443,0.6657000000000007,0.0103,2.0,1.6920000000000002,0.94,58.18500000000004,8.692,1.25,2.0,1.0,7.6,0.0
658.0,4.893059999999998,0.0799999999999999,0.2115499999999996,17.759000000000004,2.172,0.0,1.0,4.496,3.0,646.0,0.0,0.0,0.0,0.7220999999999997,73.0,17.9188,0.9471000000000004,0.00328,1.0,1.3027000000000002,1.0,25.30000000000001,26.063,1.0,1.0,0.6,7.47,0.0
2078.0,5.0,0.21,3.7,62.0,4.1,0.08,24.0,6.401000000000002,4.0,495.0,0.0,0.0,0.04,1.0,200.0,35.0,0.45,0.01,16.0,0.8,1.62,48.1,6.0,1.44,16.0,4.9,8.0,1.0
521.0,10.0,0.05,0.1,1.4,4.02,0.0,7.0,5.500999999999998,0.0,355.0,0.0,0.0,0.0,0.1,54.0,23.0,1.0,0.002,1.0,1.0,0.83,2.7,3.8,1.13,1.0,1.0,7.5,0.0
430.0,40.0,0.113,0.269,196.0,48.69099999999997,0.0,0.0,5.971999999999998,10.8,982.0,0.0,0.512,0.0,0.49,155.0,4.7,0.44,0.004,1.0,1.2,1.0,171.8,5.0,1.0,1.0,1.11,8.2,0.0
826.0,19.513,0.31,0.7092,218.0,0.0,0.0,0.0,5.140999999999999,3.0,975.0,0.1,0.0,0.0,0.8573999999999994,36.0,5.0,0.5413000000000006,0.0259099999999999,4.0,1.526100000000001,1.38,80.71600000000001,16.129,1.67,4.0,1.0,8.2,0.0
1313.0,6.081,0.0692199999999998,0.08679,11.791999999999998,0.797,0.0,34.0,5.183,4.1,716.0,0.0,0.0,0.0,0.4123999999999999,83.0,15.0758,1.0031000000000003,0.0119899999999999,1.99,3.362999999999999,0.96,23.862,60.952,1.03,1.98,1.0,7.03,0.0
877.0,4.87902,0.0595399999999999,0.4864500000000001,10.523,0.0,0.0,0.0,4.897000000000001,3.17,519.69,0.0,0.0,0.0,0.4269000000000001,39.58030000000001,9.896,0.6755999999999999,0.01124,1.97,1.0419999999999998,0.93,20.63600000000001,6.803999999999999,1.28,2.42,1.0269999999999997,7.535500000000005,0.0
881.0,4.67902,0.1910000000000001,0.6902700000000003,17.846999999999994,0.0,0.0,5.0,4.04,3.095,554.2,0.0,0.0,0.0,0.8637000000000004,76.1701,16.977000000000004,0.6898000000000009,0.01128,2.0,1.0466999999999993,0.93,26.42800000000001,15.781,1.22,1.99,1.188,7.4498000000000015,0.0
1450.0,4.545999999999997,0.09799,0.6955799999999996,76.621,0.32,0.0,114.14,5.024000000000002,6.684999999999999,680.43,0.0,0.0,0.0,1.263,126.0511,14.071000000000002,0.8153000000000009,0.0099,2.0,1.1973999999999996,0.97,85.61900000000001,41.61,1.11,1.99,1.2060999999999995,7.832500000000001,0.0
509.0,10.0,0.0499999999999998,0.0984299999999998,5.270000000000001,1.26,0.0,0.0,4.226,0.0,451.0,0.0,0.0,0.0,0.2556,27.0,10.0,1.6908999999999992,0.00214,1.0,1.1982999999999997,0.81,6.5006,8.897999999999998,1.18,1.0,1.0,7.3,0.0
1602.0,55.798,0.14,0.6683900000000002,26.0,4.6930000000000005,0.0,300.0,2.313,12.0,553.0,0.0,0.0,0.0,1.5007999999999992,1270.0,23.0,15.041899999999988,0.00709,8.0,0.88,1.58,47.3,3.0,1.12,3.47,7.0,7.7,1.0
1141.0,5.0,0.11,0.717,20.661000000000005,0.565,0.0,43.07,6.253000000000001,8.3,448.0,0.0,0.0,0.0,0.7058,149.15309999999997,21.190000000000005,0.9835,0.00474,1.0,0.42,1.11,43.02200000000003,2.8,1.05,1.0,1.93,8.02,0.0
979.0,12.18,0.2197999999999999,0.08658,6.468,0.0,0.49,7.0,4.891,6.0,543.0,0.0,0.0,0.0,0.6529,530.0,53.38699999999999,0.663900000000001,0.01027,2.0,1.3843,1.45,24.61800000000001,8.967000000000002,1.15,2.0,1.0,7.2,1.0
605.0,10.036,0.0533999999999999,0.2162099999999997,5.517,0.0,0.0,0.0,4.068,0.0,326.0,0.0,0.0,0.0,0.6103000000000002,20.0,87.0,1.2126,0.00846,1.0,1.129399999999999,1.0,15.540000000000004,8.628000000000002,1.13,1.0,1.0,7.4,1.0
1465.0,18.977,0.24,0.2870199999999999,171.87400000000002,8.131000000000002,0.0,0.0,2.8640000000000003,8.1,878.0,0.0,0.0,0.0,0.6652000000000002,889.0,107.79900000000004,12.436799999999996,0.0227799999999999,1.0,1.8138000000000003,1.51,63.46600000000006,4.556000000000003,1.07,1.0,2.0,7.87,1.0
426.0,68.20300000000002,0.05,0.1465999999999998,10.796,10.146999999999998,0.0,2.0,2.1,3.1820000000000004,593.0,0.16,0.0,0.0,0.05,23.0,28.584,14.76129999999999,0.01253,1.23,1.3351,0.0,6.437200000000001,22.921000000000003,0.0,1.0,0.2,7.5,0.0
474.0,35.858,0.0702999999999998,0.3969000000000003,8.765999999999993,8.751999999999999,0.0,1.0,1.7,2.563,561.0,0.16,0.0,0.0,1.0454999999999997,22.0,20.0,13.119799999999993,0.0088,1.23,1.2489,0.0,22.149,18.851000000000003,0.0,1.0,0.2,7.6,0.0
751.0,4.0,0.08,0.257,361.0,460.42999999999984,0.0,8.0,5.546999999999998,21.4,1394.0,0.0,6.656000000000001,0.0,0.82,219.0,33.0,1.0,0.009,1.0,1.02,1.28,178.9,4.8,0.88,1.0,1.46,7.98,1.0
380.0,10.319,0.05,0.0986799999999998,8.632,0.0,0.0,0.0,5.113,0.0,572.0,0.0,0.0,0.0,0.2468,20.0,10.63,1.396,0.00847,1.0,1.2163999999999997,0.91,11.180999999999996,20.532000000000004,1.17,1.0,1.0,7.4,0.0
277.0,10.0,0.05,0.1,24.0,148.128,0.0,7.0,8.185999999999995,0.0,636.0,0.0,2.048,0.0,0.3,25.0,10.0,2.0,0.002,1.0,1.3,0.83,13.0,60.0,1.19,1.0,1.3,7.6,0.0
934.0,10.380999999999998,0.05,0.2166099999999998,59.938,0.315,0.0,10.96,5.0,3.318,339.0,0.0,0.0,0.0,0.9438,52.0,0.5,0.9507000000000004,0.00968,1.0,1.1822000000000004,0.0,43.41900000000003,8.951999999999998,0.0,1.0,1.1517,8.05,0.0
360.0,10.35,0.05,0.0963799999999999,3.82,0.0,0.0,4.0,5.475999999999998,0.0,462.0,0.0,0.0,0.0,0.3633,21.89,10.23,1.0899000000000003,0.00862,1.0,1.1048999999999998,0.91,25.539,8.261999999999995,1.16,1.0,1.0,7.5,0.0
436.0,10.047000000000002,0.05,0.1322599999999998,6.072000000000002,0.15,0.0,0.0,4.901999999999998,0.0,308.0,0.0,0.0,0.0,0.2537,20.0,26.0,1.7083999999999993,0.00787,1.0,1.5118999999999994,0.8,8.422199999999998,10.123,1.26,1.0,1.0,7.4,0.0
367.0,10.0,0.05,0.3,6.3,0.305,0.0,4.0,4.791,0.0,295.0,0.0,0.0,0.0,1.3,20.0,10.0,1.0,0.002,1.0,1.1,0.93,24.0,5.6,1.11,1.0,1.0,7.6,0.0
349.0,10.0,0.05,0.4,1.4,3.554,0.0,0.0,7.225999999999996,0.0,90.6,0.0,0.0,0.0,0.2,20.0,10.0,1.0,0.005,1.0,0.7,1.09,5.3,1.3,1.17,1.0,1.0,7.5,0.0
1319.0,4.412999999999999,0.1221400000000001,0.7127600000000003,14.268999999999997,0.0,0.0,10.0,5.006000000000001,4.0,413.0,0.0,0.0,0.0,0.8366000000000003,120.0,12.0,0.7532000000000005,0.01047,1.0,0.8771000000000001,0.96,33.11400000000001,3.4080000000000013,1.27,1.0,1.3,7.8,0.0
1485.0,10.0,0.05,0.1,7.3,4.3,0.0,60.0,2.8590000000000013,0.0,512.0,0.0,0.0,0.0,0.1,20.0,10.0,9.8,0.002,1.0,1.0,0.92,5.0,15.0,1.22,1.0,1.0,7.6,0.0
1297.0,4.615999999999999,0.0688199999999999,0.2048899999999998,19.82,0.0,0.0,41.0,4.920000000000001,2.0,634.0,0.0,0.0,0.0,0.6442,20.0,20.0,0.6253000000000006,0.00925,2.0,1.017,0.95,27.593000000000004,17.329000000000004,1.21,2.0,1.0,7.5,0.0
1051.0,10.175000000000002,0.08,0.1082599999999999,2.5929999999999995,2.192,0.0,33.97,5.577999999999999,8.4,454.0,0.0,0.0,0.0,0.6393000000000002,85.6632,22.759000000000004,0.9619,0.00605,1.0,0.9095,1.02,38.176000000000016,2.8,1.06,1.0,0.68,7.88,0.0
1073.0,5.035059999999999,0.1284000000000001,0.1198699999999999,5.569999999999999,4.053999999999999,0.0,0.0,5.005,3.8,470.0,0.0,0.0,0.0,0.4520000000000002,68.488,18.593000000000004,1.0,0.004,1.0,1.1063999999999998,0.93,18.074000000000005,7.2,0.96,1.0,0.59,7.64,0.0
328.0,10.0,0.05,0.1000699999999998,6.831,4.111000000000001,0.0,83.0,5.7929999999999975,0.0,396.0,0.0,0.0,0.0,0.236,20.0,13.161,1.5898999999999994,0.00209,1.0,1.573699999999999,0.83,6.450999999999999,20.195000000000004,1.18,1.0,1.0,7.5,0.0
682.0,2.29292,0.0638199999999999,0.10279,11.837000000000003,10.352,0.0,34.0,5.012999999999996,3.0,623.0,0.05,0.0,0.0,0.3153000000000002,54.64020000000001,11.904699999999998,1.1092000000000004,0.00617,2.87,0.9980999999999994,1.0,13.3252,27.366,1.0,4.45,0.5,7.32,0.0
1101.0,8.538,0.05,0.1673899999999998,23.424,0.0,0.51,44.0,4.924000000000001,3.0,180.0,0.84,0.0,0.0,0.7632000000000001,58.0,5.0,0.6722000000000002,0.01126,2.0,1.0293,0.92,39.45000000000002,8.770999999999997,1.42,2.0,1.0,7.7,0.0
689.0,3.882099999999999,0.05,0.2352599999999997,19.814,10.174,0.0,5.0,4.263,3.0,712.0,0.05,0.0,0.0,1.12,37.66,7.1873000000000005,1.2096999999999998,0.003,1.05,0.9758999999999994,1.0,27.88300000000001,21.651000000000003,1.0,1.0,0.5,7.57,0.0
1103.0,4.792,0.0537999999999998,0.2175899999999999,21.657,0.0,0.0,10.0,4.839,3.0,515.0,0.0,0.0,0.0,0.6717999999999997,51.9481,4.769,0.6281000000000002,0.01023,2.0,1.1542000000000006,0.94,47.800000000000026,6.888,1.19,2.0,1.3,8.0,0.0
1185.0,4.89,0.0590399999999999,0.1134199999999998,21.877,0.0,0.0,0.0,4.926000000000001,2.0,576.0,0.0,0.0,0.0,0.6163000000000001,17.0,4.685,0.6673000000000006,0.01,1.0,1.1440000000000006,0.95,41.924,16.365000000000002,1.23,1.0,1.0,7.7,0.0
981.0,4.83,0.1864,0.2078399999999997,21.304,0.0,0.04,5.0,4.878000000000001,2.0,581.0,0.0,0.0,0.0,0.6655999999999999,13.0,22.214700000000004,0.8898000000000009,0.01039,1.0,1.6200000000000003,0.95,25.38400000000001,22.407000000000004,1.19,1.0,1.0,7.2,0.0
1235.0,11.67706,0.05,0.811,55.534,2.782,0.0,8.0,6.259000000000002,0.5,736.0,0.05,0.0,0.0,1.5,36.38,6.4341,1.1354000000000004,0.003,1.0,1.0677,1.0,46.029,38.37,1.0,1.0,0.9438999999999996,7.58,0.0
502.0,30.112,0.05,0.6383400000000004,22.022,9.590999999999998,0.0,38.72,2.5,2.414,248.0,0.0,0.0,0.0,1.39,55.0,18.11709999999999,12.910999999999992,0.00972,1.98,1.2015,0.0,32.805,16.809,0.0,1.28,0.3,7.8,0.0
705.0,11.941,0.08,0.978,21.583,10.284,0.0,3.0,6.110999999999999,3.0,377.0,0.05,0.0,0.0,1.17,24.0,15.6741,0.8998000000000005,0.003,1.0,0.903799999999999,1.0,38.20900000000002,19.179,1.0,1.0,0.5,7.36,0.0
1727.0,5.0,0.13,0.09003,6.902,2.3720000000000003,0.0,123.0,4.823,6.8,525.0,0.05,0.0,0.0,0.2129999999999999,58.0,30.4,1.456,0.01959,1.0,1.0446,0.94,8.4,11.324999999999996,1.33,1.0,0.59,7.48,0.0
344.0,10.319,0.05,0.1515599999999998,3.507000000000001,0.0,0.0,0.0,5.631999999999997,0.0,224.0,0.0,0.0,0.0,0.6581000000000001,46.0,10.11,0.9810000000000004,0.00855,1.0,1.0749,0.91,27.420000000000005,4.127000000000004,1.31,1.0,1.0,7.8,0.0
284.0,52.586000000000006,0.05,0.55001,21.17,0.02,17.0,224.0,2.3380000000000005,0.0,141.0,4.0,0.0,0.0,1.1,621.3,155.88,14.77419999999999,0.0142899999999999,1.0,1.0700999999999992,1.5,24.902,20.366000000000007,1.31,1.0,1.0,7.3,1.0
