station_id,Ammonium,Coli-like-bacteria,Colony-count-at-22-C,Color-Pt/Co-scale,Electrical-conductivity,Escherichia-coli,Iron,Manganese,Odour-dilution-level,Taste-dilution-degree,Turbidity-NTU,pH ,compliance
254,0.0485,0.0,0.0,0.0,426.0,0.0,88.0,77.0,1.0,1.0,1.0,7.5,1
260,0.05,0.0,0.0,0.0,328.0,0.0,54.0,9.0,1.0,1.0,1.0,7.4,0
261,3.19,0.0,0.0,0.0,392.0,0.0,1570.0,860.0,1.0,1.0,1.0,7.5,1
267,0.2633333333333333,0.0,0.0,0.0,239.0,0.0,20.0,11.0,1.0,1.0,1.0,7.7,0
271,0.08,0.0,65.0,12.0,998.0,0.0,98.0,30.0,4.0,4.0,0.87,8.05,0
276,0.13,0.0,45.0,2.0,886.0,0.0,160.0,50.0,2.0,1.0,0.43,8.0,0
277,0.05,0.0,7.0,0.0,636.0,0.0,25.0,10.0,1.0,1.0,1.3,7.6,0
278,0.37,0.0,7.0,5.05,920.0,0.0,132.0,8.6,1.0,1.0,0.5,7.9,0
281,0.14,0.0,1.0,0.0,502.0,0.0,20.0,10.0,1.0,1.0,0.4,7.7,0
282,0.05,100.0,102.0,0.0,633.0,0.0,59.99999999999999,10.0,1.0,1.0,1.0,7.2,1
284,0.05,17.0,224.0,0.0,141.0,0.0,89.0,35.2,1.0,1.0,1.0,7.3,1
286,0.05,0.0,17.0,0.0,284.0,0.0,20.0,10.0,1.0,1.0,1.0,7.1,0
287,0.05,0.0,0.0,0.0,129.0,0.0,20.0,10.0,1.0,1.0,1.0,8.6,0
290,0.05,0.0,0.0,0.0,525.0,0.0,44.0,16.5,1.0,1.0,1.0,7.6,0
292,0.05,0.0,0.0,0.0,395.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
294,0.05,0.0,0.0,1.0,528.0,0.0,20.0,7.0,1.5,1.5,1.0,7.0,0
297,0.05,0.0,0.0,0.0,498.0,0.0,20.0,10.0,1.0,1.0,1.0,7.3,0
298,0.05,0.0,12.0,0.0,463.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
300,0.05,0.0,13.0,5.0,715.0,0.0,28.0,5.0,4.0,4.0,1.0,7.4,0
302,0.33,0.0,300.0,4.0,657.0,0.0,24.0,20.0,2.0,2.0,1.0,7.9,0
303,0.06,0.0,19.0,3.7,746.0,0.0,61.2,22.96666666666667,1.0,1.0,0.18,7.8,0
308,0.05,0.0,0.0,0.0,364.0,0.0,57.0,10.0,1.0,1.0,1.0,7.5,0
310,0.05,0.0,45.0,0.0,197.0,0.0,20.0,6.0,1.0,1.0,1.0,8.0,1
312,0.05,7.0,4.0,0.0,605.0,0.0,21.0,10.0,1.0,1.0,1.0,7.4,1
313,0.05,0.0,8.0,0.0,384.0,0.0,49.0,5.335,1.0,1.0,1.0,7.5,0
314,0.07,0.0,0.0,0.0,595.0,0.0,62.0,8.35,1.0,1.0,1.0,7.3,0
316,0.05,0.0,0.0,0.0,620.0,0.0,38.0,16.666666666666664,1.0,1.0,1.0,7.8,0
318,0.05,0.0,0.0,0.0,516.0,0.0,20.0,10.0,1.0,1.0,1.0,7.3,0
322,0.05,0.0,0.0,0.0,395.0,0.0,20.0,10.0,1.0,2.5,1.0,7.5,0
326,0.09,0.0,0.0,0.0,475.0,0.0,35.0,13.333333333333332,1.0,1.0,1.0,7.2,0
328,0.05,0.0,83.0,0.0,396.0,0.0,20.0,11.0,1.0,1.0,1.0,7.5,0
330,0.05,0.0,300.0,0.0,463.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
331,0.05,0.0,0.0,0.0,553.0,0.0,51.0,10.0,1.0,1.0,1.0,7.2,0
332,0.05,0.0,0.0,0.0,622.0,0.0,20.0,17.2,1.0,1.0,1.0,7.0,0
335,0.05,0.0,0.0,0.0,551.0,0.0,29.0,11.0,1.0,1.0,1.0,7.5,0
336,0.17,9.333333333333332,25.0,6.0,732.0,6.666666666666666,36.0,2.0,2.0,2.5,1.0,7.7,0
338,0.05,0.0,0.0,0.0,561.0,0.0,20.0,10.0,1.0,1.0,1.0,7.3,0
339,0.05,0.0,8.0,3.0,561.0,0.0,56.0,5.0,1.0,1.0,1.0,7.6,0
342,0.05,0.0,0.0,0.0,462.0,0.0,20.0,16.666666666666664,1.0,1.0,1.0,7.5,0
344,0.05,0.0,0.0,0.0,224.0,0.0,46.0,32.8,1.0,1.0,1.0,7.8,0
345,0.05,0.0,0.0,0.0,520.0,0.0,20.0,11.0,1.0,1.0,1.0,7.3,0
346,0.05,0.0,8.0,0.0,678.0,0.0,45.0,10.0,1.0,1.0,1.0,7.5,0
348,0.05,0.0,4.0,10.0,635.0,0.0,130.0,6.0,1.0,1.0,1.4,7.5,0
349,0.05,0.0,0.0,0.0,90.6,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
350,0.05,0.0,5.0,0.0,566.0,0.0,20.0,10.0,1.0,1.0,1.0,7.3,0
354,0.24,0.0,0.0,0.0,536.0,0.0,20.0,10.0,1.0,2.0,1.0,7.2,0
355,0.05,0.0,4.0,0.0,379.0,0.0,20.0,5.25,1.0,1.0,1.0,7.3,0
357,0.05,0.0,0.0,0.0,449.0,0.0,50.0,11.666666666666666,1.0,1.0,1.0,7.5,0
358,0.05,0.0,7.0,0.0,269.0,0.0,46.0,7.5,1.0,1.0,1.0,7.4,0
359,0.05,0.0,0.0,0.0,194.0,0.0,20.0,10.0,1.0,1.0,1.0,7.6,0
360,0.05,0.0,4.0,0.0,462.0,0.0,36.0,13.25,1.0,1.0,1.0,7.5,0
363,0.05,0.0,0.0,0.0,371.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
367,0.05,0.0,4.0,0.0,295.0,0.0,20.0,10.0,1.0,1.0,1.0,7.6,0
369,0.05,0.0,0.0,0.0,387.0,0.0,20.0,110.0,1.0,1.0,1.0,7.5,1
370,0.05,0.0,11.0,0.0,673.0,0.0,20.0,31.6,1.0,1.0,1.0,7.4,0
374,0.05,0.0,0.0,0.0,242.0,0.0,26.0,10.0,1.0,1.0,1.0,7.7,0
380,0.05,0.0,0.0,0.0,572.0,0.0,20.0,21.5,1.0,1.0,1.0,7.4,0
381,0.05,0.0,0.0,0.0,329.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
382,0.12,0.0,0.0,0.0,376.0,0.0,105.0,11.0,1.0,1.0,1.8,7.5,0
384,0.05,0.0,0.0,0.0,800.0,0.0,35.0,10.0,1.0,1.0,1.0,7.8,0
391,0.05,0.0,6.0,0.0,219.0,0.0,144.0,10.0,1.0,1.0,1.0,7.8,0
392,0.1566666666666666,0.0,4.0,0.0,346.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
393,0.13,0.0,15.0,0.0,560.0,0.0,43.0,27.0,1.0,1.0,1.0,7.4,0
394,0.36,0.0,7.0,20.0,1610.0,0.0,43.0,40.0,1.5,1.5,0.5,8.3,0
395,0.05,0.0,0.0,0.0,492.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
396,0.2,0.0,5.0,12.65,1468.0,0.0,50.0,10.0,1.5,1.5,0.5,7.4,0
399,0.05,0.0,16.0,0.0,387.0,0.0,20.0,6.0,1.0,1.0,1.0,7.7,0
409,0.05,0.0,138.0,0.0,617.0,0.0,56.0,10.0,1.0,1.0,1.0,7.6,0
416,0.05,0.0,0.0,0.0,416.0,0.0,197.0,10.0,1.0,3.0,2.0,7.2,0
417,0.0975,0.0,4.0,0.0,449.0,0.0,145.0,13.0,1.0,1.0,2.3,7.8,0
420,0.085,0.0,0.0,0.0,541.0,0.0,40.0,14.3,1.0,1.0,1.0,7.1,0
421,0.208,0.0,0.0,7.7,369.0,0.0,40.0,2.0,1.0,1.0,0.81,7.5,0
426,0.05,0.0,2.0,12.533333333333331,593.0,0.0,23.0,42.33333333333333,1.0,1.0,0.2,7.5,0
429,0.08,0.0,300.0,10.0,990.0,0.0,72.9,5.0,5.0,4.0,2.24,8.3,0
430,0.113,0.0,0.0,10.8,982.0,0.0,155.0,4.7,1.0,1.0,1.11,8.2,0
432,0.32,0.0,63.0,5.0,505.0,0.0,280.0,8.9,4.0,4.0,3.7,7.6,1
433,0.05,0.0,0.0,0.0,357.0,0.0,48.0,10.0,1.0,1.0,1.2,8.1,0
435,0.1466666666666666,0.0,3.0,3.65,473.0,0.0,24.0,15.75,1.0,1.0,0.3,7.9,0
436,0.05,0.0,0.0,0.0,308.0,0.0,20.0,26.0,1.0,1.0,1.0,7.4,0
438,0.05,0.0,4.0,0.0,588.0,0.0,56.0,10.0,1.0,1.0,1.0,7.4,0
441,0.05,0.0,21.5,0.0,288.0,0.0,233.0,5.5,1.0,1.0,3.0,8.3,1
442,0.05,1.0,34.0,0.0,719.0,0.0,34.0,10.0,1.0,1.0,1.0,7.39,1
444,0.05,100.0,300.0,5.0,758.0,0.0,460.0,11.0,4.0,4.0,2.0,7.6,1
445,0.05,0.0,0.0,0.0,354.0,0.0,20.0,10.0,1.0,1.0,1.0,7.9,0
457,0.05,0.0,12.999999999999998,0.0,588.0,0.0,902.0,48.0,1.0,1.0,5.5,8.1,1
458,0.05,0.0,9.0,12.0,422.0,0.0,389.0,14.0,3.0,3.0,0.8,8.2,1
459,0.05,0.0,14.0,0.0,528.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
461,0.05,0.0,0.0,0.0,562.0,0.0,26.0,10.0,1.0,1.0,1.0,7.3,0
462,0.05,0.0,24.0,10.0,577.0,0.0,42.0,11.335,1.0,1.0,0.2,7.6,0
467,0.05,0.0,6.0,0.0,458.0,0.0,67.0,10.0,1.0,1.0,0.7,7.8,0
470,0.06,0.0,1.0,3.5,446.0,0.0,84.0,7.5,1.0,1.0,0.2,7.7,0
471,0.0633333333333333,0.0,1.0,3.4620583717357896,632.0,0.0,64.0,6.3,1.6347641144624905,1.5895784543325526,0.5,7.5,0
474,0.065,0.0,1.0,3.4620583717357896,561.0,0.0,22.0,20.0,1.6347641144624905,1.5895784543325526,0.2,7.6,0
475,0.05,0.0,2.0,3.4620583717357896,544.0,0.0,21.0,39.0,1.6347641144624905,1.5895784543325526,0.2,7.6,0
482,0.05,2.0,0.0,0.0,473.0,2.0,20.0,10.0,1.0,1.0,1.0,7.9,1
484,0.05,0.0,82.0,0.0,473.0,0.0,39.0,20.0,1.0,1.0,0.2,7.7,0
487,0.05,0.0,38.05927636643571,3.4620583717357896,474.0,0.0,20.0,49.47186754106111,1.6347641144624905,1.5895784543325526,1.6,7.8,0
490,0.05,0.0,22.5,2.4,567.0,0.0,24.0,28.5,2.0,2.0,0.6,7.7,0
491,0.21,0.0,38.05927636643571,13.3,448.0,0.0,102.5,18.25,1.0,1.0,0.7,7.47,0
494,0.05,0.0,38.05927636643571,0.0,477.0,0.0,24.0,49.47186754106111,1.0,1.0,0.2,7.6,0
495,0.05,0.0,38.05927636643571,6.0,411.0,0.0,21.0,49.47186754106111,1.8,1.8,0.2,7.7,0
496,0.05,0.0,38.05927636643571,0.0,310.0,0.0,101.0,10.0,1.0,1.0,1.0,7.1,0
497,0.05,0.0,146.0,0.0,403.0,0.0,24.0,10.0,1.0,1.0,1.0,7.6,0
498,0.05,0.0,5.0,0.0,288.0,0.0,86.0,10.0,1.0,1.0,1.0,7.2,0
499,0.0566666666666666,0.0,4.0,0.0,411.0,0.0,20.0,10.0,1.0,1.0,1.0,7.6,0
502,0.05,0.0,5.5,1.75,248.0,0.0,55.0,24.05,1.0,1.0,0.3,7.8,0
503,0.605,0.0,0.0,0.0,402.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
505,0.05,0.0,10.0,0.0,332.0,0.0,33.0,10.0,1.0,1.0,1.0,7.6,0
506,0.05,0.0,0.0,0.0,460.0,0.0,25.0,10.0,1.0,1.0,1.0,7.4,0
507,0.1369067460317456,0.0,0.0,0.0,393.0,0.0,20.0,17.0,1.0,1.0,1.0,7.4,0
508,0.1369067460317456,0.0,0.0,0.0,427.0,0.0,25.0,10.0,1.0,1.0,1.0,7.5,0
509,0.1369067460317456,0.0,0.0,0.0,451.0,0.0,27.0,10.0,1.0,1.0,1.0,7.3,0
510,0.1369067460317456,0.0,6.0,0.0,452.0,0.0,24.0,10.0,1.0,1.0,1.0,7.2,0
511,0.1369067460317456,0.0,0.0,0.0,337.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
513,0.1369067460317456,0.0,0.0,0.0,382.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
514,0.1369067460317456,0.0,0.0,0.0,395.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
515,0.1369067460317456,0.0,0.0,0.0,425.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
516,0.05,0.0,0.0,0.0,352.0,0.0,20.0,82.0,1.0,1.0,1.0,7.5,1
519,0.13,0.0,4.0,0.0,399.0,0.0,730.0,360.0,1.0,1.0,6.3,7.4,1
521,0.05,0.0,7.0,0.0,355.0,0.0,54.0,23.0,1.0,1.0,1.0,7.5,0
523,0.05,0.0,0.0,5.0,399.0,0.0,20.0,12.0,1.0,1.0,1.0,7.2,0
524,0.05,0.0,2.5,1.5,302.0,0.0,20.0,12.999999999999998,1.3333333333333333,1.3333333333333333,0.2,8.2,0
525,0.14,0.0,24.0,3.0,520.0,0.0,49.0,19.0,1.5,1.0,0.2,7.7,0
527,0.05,0.0,0.0,0.0,491.0,0.0,428.0,2.083333333333333,1.0,1.0,1.4,7.5,1
529,0.19,0.0,0.0,0.0,310.0,0.0,20.0,49.47186754106111,1.0,1.0,1.0,7.6,0
533,0.05,0.0,0.0,0.0,536.0,0.0,234.0,13.0,1.0,1.0,2.6,7.0,1
537,0.05,0.0,30.0,0.0,291.0,0.0,20.0,10.0,1.3333333333333333,1.0,1.0,7.7,0
542,0.51,0.0,44.0,6.5,1062.0,0.0,10.0,28.0,3.0,3.0,0.3,6.5,0
545,0.1366666666666666,0.0,6.0,0.0,582.0,0.0,42.0,10.0,1.0,1.0,1.0,7.6,0
546,0.19,0.0,152.0,10.0,544.0,0.0,215.0,157.14285714285714,1.0,1.0,1.1,7.55,1
547,0.05,0.0,22.5,0.0,472.0,0.0,85.0,10.0,1.0,1.0,1.0,7.1,0
548,0.03,0.0,23.0,2.5,457.0,0.0,60.0,23.6,1.6666666666666663,1.6666666666666663,0.3,7.5,0
562,0.05,0.0,0.0,0.0,152.8,0.0,79.0,270.75,1.0,1.0,1.3,6.5,0
563,0.06,0.0,30.0,5.0,576.0,0.0,703.0,210.0,1.0,1.0,5.0,7.3,1
565,0.1833333333333333,0.0,4.0,0.0,346.0,0.0,20.0,10.0,1.0,1.0,1.0,7.8,0
566,0.05,0.0,4.0,0.0,395.0,0.0,20.0,10.0,1.0,1.0,1.0,7.7,0
567,0.03,0.0,0.0,3.6,394.0,0.0,10.0,1.1,1.0,1.0,0.3,7.7,0
574,0.145,0.0,166.0,0.0,461.0,0.0,20.0,33.0,1.0,1.0,1.0,7.7,0
579,0.05,0.0,11.0,0.0,491.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
582,0.05,0.0,18.5,0.0,207.0,0.0,25.0,10.0,1.6666666666666663,1.0,0.2,7.8,0
584,0.45,0.0,94.0,4.5,869.0,0.0,102.0,165.0,1.0,1.0,1.1,7.3,0
587,0.21,0.0,152.0,5.0,656.0,0.0,79.0,26.0,1.5,1.0,0.2,7.5,0
590,0.14,0.0,158.0,3.4620583717357896,421.0,0.0,122.0,13.25,1.6347641144624905,1.5895784543325526,0.2,7.7,0
592,0.05,0.0,107.0,3.4620583717357896,421.0,0.0,37.0,30.0,1.6347641144624905,1.5895784543325526,0.2,8.2,0
593,0.05,0.0,54.0,0.0,381.0,0.0,85.0,26.0,1.0,1.0,1.0,7.5,0
594,0.095,0.0,0.0,0.0,475.0,0.0,53.0,10.0,1.0,1.0,1.0,7.3,0
595,0.11,0.0,0.0,0.0,602.0,0.0,33.0,20.0,1.0,1.0,1.0,7.3,0
601,0.45,0.0,2.0,3.8,403.0,0.0,129.0,6.7,1.0,1.0,0.2,7.7,0
602,0.19,0.0,2.0,3.0,605.0,0.0,20.0,49.47186754106111,2.0,2.0,0.2,7.7,0
605,0.1966666666666666,0.0,0.0,0.0,326.0,0.0,20.0,87.0,1.0,1.0,1.0,7.4,1
608,0.18,0.0,0.0,0.0,414.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
609,0.1369067460317456,0.0,0.0,0.0,457.0,0.0,22.0,10.0,1.0,1.0,1.0,7.4,0
610,0.1369067460317456,0.0,0.0,0.0,316.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
614,0.12,0.0,97.0,3.0,500.0,0.0,100.0,6.25,1.0,1.0,0.5,8.64,0
615,0.04,0.0,0.0,5.0,565.0,0.0,10.0,11.2,2.0,2.0,0.5,7.8,0
622,0.08,0.0,0.0,15.0,961.0,0.0,513.0,30.0,4.0,4.0,2.08,7.92,1
623,0.23,0.0,0.0,0.0,336.0,0.0,177.0,10.0,1.0,1.0,1.0,7.3,0
629,0.05,0.0,0.0,0.0,372.0,0.0,115.0,541.0,1.0,1.0,1.0,7.6,1
630,0.16,0.0,103.0,6.0,1029.0,0.0,88.0,14.4,4.0,4.0,1.0,7.8,1
633,0.06,0.0,4.0,9.3,980.0,0.0,95.0,7.5,1.5,1.6666666666666663,1.38,8.21,0
635,0.092,0.0,73.0,15.0,569.0,0.0,0.01,30.0,1.0,1.0,0.89,8.1,0
644,0.19,0.0,4.0,0.0,439.0,0.0,27.0,83.0,1.0,1.0,1.0,7.3,1
646,0.05,0.0,40.0,3.0,716.0,0.0,64.0,0.67,1.0,1.0,0.5,7.6,0
652,0.215,0.0,7.0,5.8,907.0,0.0,20.0,10.0,1.0,1.0,2.97,7.45,0
654,0.05,0.0,164.0,0.0,465.0,0.0,152.0,26.0,1.0,1.0,2.1,7.7,0
658,0.1866666666666666,0.0,1.0,3.0,646.0,0.0,73.0,27.75,9.0,9.0,0.6,7.47,0
670,0.15,0.0,0.0,10.8,872.0,0.0,549.0,53.0,1.0,1.0,1.62,8.08,1
675,0.05,0.0,0.0,6.9,594.0,0.0,28.5,4.25,1.0,1.0,0.7,7.84,0
676,0.22,0.0,300.0,5.6,662.0,0.0,156.0,274.2857142857143,2.0,2.0,0.58,7.98,1
677,0.15,0.0,4.0,7.9,646.0,0.0,26.33333333333333,3.6666666666666665,1.0,1.0,2.33,7.67,0
679,0.08,0.0,4.0,7.5,849.0,0.0,166.0,49.47186754106111,1.0,1.0,0.87,8.08,0
682,0.05,0.0,34.0,3.0,623.0,0.0,39.0,49.47186754106111,1.5,1.5,0.5,7.32,0
685,0.11,0.0,1.3333333333333333,10.0,706.0,0.0,205.0,49.47186754106111,2.0,2.0,2.0,6.9,1
686,0.05,0.0,30.0,3.0,523.0,0.0,92.0,5.6,1.0,1.0,0.5,7.71,0
687,0.05,0.0,30.0,4.8,1726.0,0.0,62.5,30.0,3.0,3.0,0.5,7.85,1
689,0.05,0.0,5.0,3.0,712.0,0.0,44.33333333333333,8.175,2.0,2.0,0.5,7.57,0
693,0.15,0.0,7.0,13.2,893.0,0.0,74.0,23.066666666666663,1.0,1.0,1.65,7.91,0
698,0.08,0.0,6.0,10.1,667.0,0.0,127.38003448275865,19.3,1.0,1.0,0.7,7.23,0
702,0.08,0.0,0.0,7.4,589.0,0.0,102.4,30.0,1.0,1.0,0.51,7.74,0
703,0.19,0.0,279.0,7.0,622.0,0.0,80.0,33.8,4.0,4.0,1.1,7.4,0
704,0.1166666666666666,0.6666666666666666,5.5,6.0,691.0,0.6666666666666666,97.0,41.13333333333333,1.0,1.0,1.0,7.1,0
705,0.08,0.0,3.0,3.0,377.0,0.0,24.0,27.225,1.0,1.0,0.5,7.36,0
706,0.045,0.0,2.0,3.0,326.0,0.0,100.0,23.33333333333333,1.3333333333333333,1.3333333333333333,0.5,7.38,0
709,0.05,0.0,4.0,3.0,439.0,0.0,20.0,49.47186754106111,1.5,1.0,0.5,7.33,0
710,0.06,0.0,1.0,6.0,496.0,0.0,94.0,49.47186754106111,1.6347641144624905,1.5895784543325526,0.6,7.45,0
711,0.27,0.0,6.0,5.0,565.0,0.0,120.0,49.47186754106111,1.6347641144624905,1.5895784543325526,0.5,7.46,0
713,0.04,0.0,14.0,3.0,239.0,0.0,20.0,49.47186754106111,1.6347641144624905,1.5895784543325526,0.5,8.3,0
715,0.1369067460317456,0.0,14.0,4.0,624.0,0.0,15.0,49.47186754106111,2.0,2.0,1.0,7.1,0
722,0.25,0.0,29.0,6.0,696.0,0.0,97.0,49.47186754106111,1.5,1.5,0.5,8.09,0
723,0.23,0.0,52.0,3.0,739.0,0.0,130.0,29.0,4.0,4.0,0.6,7.73,0
725,0.05,1.1860902255639096,10.0,4.0,595.0,0.0852130325814536,31.0,5.0,2.0,2.0,1.0,7.5,0
726,0.17,0.0,300.0,3.0,707.0,0.0,200.0,20.0,1.0,1.0,1.0,7.85,1
731,3.5,0.0,28.0,14.0,646.0,0.0,64.0,10.0,8.0,8.0,1.3,7.6,1
732,0.14,0.0,0.0,3.0,514.0,0.0,120.0,10.0,2.0,1.0,1.0,7.3,0
735,0.05,0.5,0.0,3.0,694.0,0.0,29.0,5.0,2.0,2.0,1.0,7.3,0
736,0.05,0.0,33.0,9.0,835.0,0.0,82.0,5.0,1.6,1.6,0.5,7.53,0
738,0.05,0.0,59.5,7.0,632.0,0.0,345.0,13.0,2.0,2.0,2.1,7.2,1
744,0.11,4.666666666666666,18.0,9.0,645.0,3.333333333333333,610.0,6.0,4.0,4.0,1.0,7.0,1
747,0.08,0.0,14.0,10.5,633.0,0.0,161.0,30.0,4.0,4.0,1.08,8.11,0
751,0.08,0.0,8.0,21.4,1394.0,0.0,219.0,33.0,1.0,1.0,1.46,7.98,1
752,0.08,0.0,136.0,9.1,1012.0,0.0,172.0,30.0,1.0,1.0,1.46,8.03,0
755,0.05,0.0,0.0,0.0,542.0,0.0,31.0,11.5,1.0,1.0,0.3,7.5,0
757,0.03,0.0,0.0,4.5,449.0,0.0,73.0,23.5,1.5,1.5,0.3,7.5,0
760,0.08,0.0,4.0,8.6,926.0,0.0,60.0,508.57142857142856,1.0,1.0,1.9,7.87,0
767,0.06,0.0,0.0,1.0,733.0,0.0,132.0,49.47186754106111,2.5,8.5,0.3,7.2,0
769,0.05,100.0,300.0,0.0,464.0,0.0,27.0,10.0,1.0,1.0,1.0,7.6,1
772,0.05,0.0,0.0,0.0,274.0,0.0,20.0,10.0,1.0,1.0,1.0,7.9,0
773,0.3,0.0,0.0,2.5,838.0,0.0,97.0,10.0,1.0,1.0,0.3,7.4,0
774,0.05,0.0,10.0,0.0,316.0,0.0,20.0,10.0,1.0,1.0,1.0,7.7,0
779,0.05,0.0,0.0,0.0,336.0,0.0,20.0,10.0,1.0,1.0,1.0,7.7,0
781,0.05,0.0,0.0,4.0,379.0,0.0,30.0,5.0,1.0,3.0,1.0,7.0,0
783,0.235,0.0,0.0,0.0,434.0,0.0,94.33333333333331,48.33333333333333,1.0,1.0,1.0,7.6,0
803,0.2566666666666666,0.0,16.0,0.0,494.0,0.0,20.0,32.0,1.0,1.0,1.0,7.0,0
805,0.05,0.0,4.0,13.0,570.0,0.0,2000.0,3.6666666666666665,4.0,4.0,10.0,7.7,1
807,0.07,0.0,0.0,4.0,768.0,0.0,47.0,2.6,1.6666666666666663,1.6666666666666663,1.0,7.36,0
819,0.21,0.0,4.0,8.0,602.0,0.0,180.0,16.7,2.0,2.0,1.4,7.4,0
823,0.2,1.1860902255639096,21.0,3.0,556.0,0.0852130325814536,98.0,24.0,2.0,2.0,1.0,7.4,0
824,0.05,1.1860902255639096,0.0,2.0,561.0,0.0852130325814536,25.0,10.0,1.0,1.0,1.0,7.5,0
825,0.19,1.1860902255639096,7.0,2.0,723.0,0.0852130325814536,18.0,26.0,1.0,1.0,1.0,7.7,0
826,0.31,1.1860902255639096,0.0,3.0,975.0,0.0852130325814536,36.0,5.0,4.0,4.0,1.0,8.2,0
827,0.05,1.1860902255639096,4.0,3.0,488.0,0.0852130325814536,38.0,5.0,1.0,1.0,1.0,7.8,0
828,0.12,1.1860902255639096,12.0,2.0,590.0,0.0852130325814536,52.0,80.0,2.0,2.0,1.0,7.7,1
829,0.18,1.1860902255639096,4.0,13.0,633.0,0.0852130325814536,990.0,15.0,8.0,1.0,3.0,7.7,1
830,0.36,1.1860902255639096,0.0,3.0,615.0,0.0852130325814536,130.0,41.0,1.0,1.0,1.0,7.6,0
831,0.05,1.1860902255639096,4.0,2.0,804.0,0.0852130325814536,14.0,5.0,1.0,1.0,1.0,7.5,0
832,0.22,1.1860902255639096,4.0,2.0,835.0,0.0852130325814536,18.0,5.0,2.0,2.0,1.0,8.2,0
836,0.05,1.1860902255639096,7.0,3.0,509.0,0.0852130325814536,30.0,5.0,1.0,1.0,1.0,7.7,0
838,0.071,0.0,17.0,3.0,473.0,0.0,31.0,16.666666666666664,1.0,1.0,0.5,7.49,0
839,0.05,0.0,71.0,2.0,450.0,0.0,20.0,3.8,1.0,1.0,1.0,7.8,0
