,station_id,Aluminium_2019,Aluminium_2020,Ammonium_2019,Ammonium_2020,Boron_2019,Boron_2020,Chloride_2019,Chloride_2020,Coli-like-bacteria-Colilert_2019,Coli-like-bacteria-Colilert_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt-Co-unit_2019,Color-Pt-Co-unit_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Enterococci_2019,Enterococci_2020,Escherichia-coli-Colilert_2019,Escherichia-coli-Colilert_2020,Escherichia-coli_2019,Escherichia-coli_2020,Fluoride_2019,Fluoride_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Nitrate_2019,Nitrate_2020,Nitrite_2019,Nitrite_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Oxidability_2019,Oxidability_2020,Smell-ball-units_2019,Smell-ball-units_2020,Sodium_2019,Sodium_2020,Sulphate_2019,Sulphate_2020,Taste-ball-units_2019,Taste-ball-units_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
10,495,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,0.0,2.4,2.6,2.5,2.1,411.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,21.0,20.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.2,0.2,7.7,7.6,0,0,0
11,1417,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,14.0,37.0,5.0,5.0,3.0,3.0,368.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,29.0,50.0,5.0,13.0,1.0,1.0,0.004,0.01,2.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,2.0,1.0,1.0,7.8,8.1,0,0,0
12,169,5.0,5.0,0.29,0.23,0.277,7.7,16.0,10.0,0.0,0.0,0.0,0.0,11.0,12.0,6.4,5.2,2.5,2.1,536.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,55.0,45.0,20.0,20.0,1.0,0.65,0.005,0.005,1.0,1.0,0.93,0.96,0.0,0.0,23.0,26.0,13.0,13.0,0.0,0.0,1.0,1.0,0.3,0.4,8.1,8.2,0,1,0
13,1526,10.0,5.0,0.16,0.06,0.1785,0.2525,21.5,13.5,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,2.5,2.1,514.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.61,42.0,228.0,10.0,9.5,0.67,3.56,0.039,0.068,1.0,1.0,1.2,0.57,0.0,0.0,31.7,10.0,9.4,42.7,0.0,0.0,1.0,1.0,1.0,1.0,7.68,7.88,0,1,0
14,1938,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,293.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,136.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.1,1.0,7.6,7.5,0,0,0
15,286,10.0,5.0,0.05,0.05,0.3,0.2525,50.0,31.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,0.0,0.0,284.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,20.0,42.0,10.0,11.0,1.0,1.0,0.002,0.01,1.0,1.0,0.7,1.5,0.0,0.0,37.0,36.2,8.8,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.1,7.5,0,0,0
16,990,5.0,5.0,0.05,0.05,0.311,0.274,50.0,46.0,0.0,0.0,0.0,0.0,29.0,8.0,5.0,5.0,2.0,2.0,503.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.7,28.0,125.0,5.0,5.0,0.48,0.52,0.01,0.01,2.0,2.0,1.2,0.96,0.0,0.0,48.4,43.1,7.0,5.0,0.0,0.0,2.0,2.0,4.6,1.0,7.7,7.9,0,0,0
17,823,4.0,5.0,0.2,0.13,0.211,0.25,22.0,16.0,0.0,1.0,0.0,0.0,21.0,17.0,5.0,5.0,3.0,3.0,556.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,98.0,95.0,24.0,53.7,0.76,0.59,0.01,0.01,2.0,4.0,1.3,1.2,0.0,0.0,22.9,23.1,13.0,15.0,0.0,0.0,2.0,4.0,1.0,1.1,7.4,7.8,0,1,0
18,866,4.0,5.0,0.05,0.05,0.075,0.2525,16.0,31.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,5.0,4.0,4.0,559.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.69,21.0,23.0,2.0,11.0,0.56,1.0,0.01,0.01,4.0,1.0,1.7,1.5,0.0,0.0,10.7,36.2,5.0,10.0,0.0,0.0,4.0,1.0,3.3,1.0,7.3,7.4,0,0,0
19,1318,10.0,5.0,0.05,0.05,0.371,0.294,21.5,31.0,0.0,0.0,0.0,0.0,76.0,6.0,5.0,5.0,5.0,7.0,767.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.16,40.0,54.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.6,7.24,1,0,0
20,1441,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,80.0,24.0,5.0,5.0,3.0,3.0,573.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.69,120.0,30.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,1.0,2.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.83,7.73,0,0,0
21,774,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,10.0,6.0,5.0,5.0,0.0,0.0,316.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.7,7.5,0,0,0
22,824,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,3.0,0.0,0.0,0.0,10.0,5.0,5.0,2.0,2.0,561.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,25.0,20.0,10.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.7,0,1,0
23,831,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,2.0,2.0,804.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,14.0,20.0,5.0,5.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.5,0,0,0
24,1008,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,1.0,0.0,0.0,4.0,14.0,5.0,5.0,2.0,2.0,570.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,18.0,76.0,5.0,15.0,1.0,1.0,0.004,0.01,2.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,2.0,1.0,1.0,7.6,8.0,0,1,0
25,615,10.0,20.0,0.05,0.041,0.1785,0.26,21.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,6.1,565.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.4,10.0,41.0,10.0,4.8,1.0,0.83,0.004,0.003,1.0,1.0,1.2,1.0,0.0,0.0,31.7,39.0,9.4,2.7,0.0,0.0,1.0,1.0,0.5,0.63,7.8,7.6,0,0,0
26,1091,10.0,5.0,0.05,0.08,0.1785,0.2525,21.5,31.0,3.0,0.0,0.0,0.0,300.0,490.0,5.0,5.0,2.0,2.0,648.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,17.0,10.0,11.0,1.0,1.0,0.004,0.02,2.0,16.0,1.2,0.88,0.0,0.0,31.7,62.4,9.4,3.0,0.0,0.0,2.0,16.0,1.0,2.0,7.9,8.1,1,0,1
27,548,10.0,5.0,0.03,0.03,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,23.0,6.0,5.0,5.0,2.5,2.1,457.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,60.0,45.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.3,0.3,7.5,7.4,0,0,0
28,713,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,14.0,19.0,5.0,5.0,3.0,3.0,239.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.03,20.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,2.0,2.0,1.0,1.0,0.5,0.5,8.3,7.71,0,0,0
29,1017,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,37.0,44.0,5.0,5.0,6.0,8.0,710.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,185.0,395.0,36.0,11.0,1.0,1.0,0.004,0.01,1.0,2.0,1.6,1.5,0.0,0.0,4.7,36.2,40.0,10.0,0.0,0.0,1.0,2.0,1.8,3.7,7.3,7.5,0,1,0
30,513,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,382.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.3,0,0,0
31,491,10.0,5.0,0.21,0.24,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,13.3,12.3,448.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,81.2,10.0,30.0,1.0,1.0,0.004,0.01,1.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,2.8,10.0,0.0,0.0,1.0,2.0,0.7,0.5,7.47,7.46,0,0,1
32,1277,5.0,5.0,0.17,0.05,0.1785,0.2525,27.0,31.0,0.0,0.0,0.0,0.0,27.0,6.0,5.0,5.0,6.0,2.0,647.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,185.0,20.0,26.5,5.0,0.45,1.0,0.004,0.01,2.0,2.0,1.7,1.5,0.0,0.0,31.5,36.2,16.0,10.0,0.0,0.0,2.0,2.0,2.4,1.0,7.6,7.9,0,0,0
33,1028,10.0,5.0,0.29,0.35,0.1785,0.2525,21.5,5.0,0.0,0.0,0.0,0.0,24.0,19.0,5.0,5.0,2.0,2.1,320.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,42.0,25.0,9.0,11.0,1.0,1.0,0.004,0.01,2.0,2.0,1.2,1.3,0.0,0.0,31.7,6.4,9.4,10.0,0.0,0.0,2.0,2.0,1.3,1.0,7.8,8.0,0,0,0
34,542,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,44.0,0.0,5.0,5.0,2.5,2.1,1062.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,10.0,10.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.3,0.3,6.5,7.5,0,0,0
35,1027,10.0,5.0,0.73,0.14,0.1785,0.2525,21.5,243.0,0.0,0.0,0.0,0.0,300.0,6.0,5.0,5.0,11.0,8.2,1683.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,43.0,46.0,47.0,13.0,1.0,1.0,0.004,0.01,4.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,4.0,2.0,1.0,1.0,7.7,8.0,1,0,1
36,2311,10.0,5.0,0.22,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,2.0,3.0,457.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,150.0,20.0,23.0,5.0,1.0,1.0,0.004,0.01,2.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,2.0,1.6,1.0,7.6,7.4,0,0,0
37,297,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,5.0,0.0,0.0,498.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.3,7.4,0,0,0
38,1117,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,716.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,28.0,10.0,5.0,1.0,1.0,0.004,0.01,1.0,4.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,4.0,1.0,1.0,7.5,7.1,0,0,0
39,1409,10.0,5.0,0.08,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,158.0,0.0,5.0,2.5,5.0,448.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,160.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,2.0,0.64,1.3,7.8,7.9,0,0,0
40,355,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,379.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.3,7.4,0,0,0
41,805,10.0,5.0,0.05,0.29,0.1785,0.263,21.5,17.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,13.0,7.0,570.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.66,2000.0,1353.0,10.0,61.6,1.0,0.5,0.004,0.01,4.0,2.0,1.2,3.1,0.0,0.0,31.7,30.1,9.4,3.0,0.0,0.0,4.0,2.0,10.0,5.2,7.7,7.7,1,1,0
42,527,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,491.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,428.0,20.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.4,1.0,7.5,7.5,1,0,0
43,1074,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,2.5,2.1,338.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,43.0,56.0,0.5,0.5,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.98,7.96,0,0,0
44,562,10.0,5.0,0.05,0.03,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,5.0,2.5,2.1,152.8,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,30.0,21.0,0.0,0.0,1.0,1.0,1.3,0.3,6.5,6.6,0,0,0
45,629,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,372.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,115.0,20.0,541.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.6,7.4,1,0,0
46,444,10.0,5.0,0.05,0.05,0.1785,0.2525,23.0,31.0,0.0,0.0,100.0,0.0,300.0,26.0,5.0,5.0,5.0,0.0,758.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.69,460.0,20.0,11.0,10.0,19.3,1.0,0.01,0.01,4.0,1.0,0.96,1.1,0.0,0.0,12.3,36.2,34.0,10.0,0.0,0.0,4.0,1.0,2.0,1.0,7.6,7.1,1,0,0
47,399,10.0,5.0,0.05,0.05,0.2,0.2525,3.2,31.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,5.0,0.0,0.0,387.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.69,20.0,20.0,6.0,11.0,1.0,1.0,0.002,0.01,1.0,1.0,1.1,1.5,0.0,0.0,30.0,36.2,8.8,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.7,7.7,0,0,0
48,590,10.0,5.0,0.14,0.15,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,2.0,1.5,1.5,2.5,2.1,421.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,122.0,166.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.2,0.5,7.7,7.6,0,0,0
49,1099,10.0,5.0,0.05,0.12,0.1785,0.5,21.5,57.0,0.0,3.0,0.0,0.0,300.0,26.0,5.0,5.0,11.0,12.0,579.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.2,41.0,196.0,10.0,4.0,1.0,0.5,0.004,0.01,2.0,2.0,1.2,2.6,0.0,0.0,31.7,68.0,9.4,8.0,0.0,0.0,2.0,2.0,1.0,1.0,7.6,7.9,0,1,0
50,658,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,1.0,19.0,5.0,5.0,3.0,3.0,646.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,73.0,110.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.6,0.5,7.47,7.47,0,0,0
51,2078,5.0,5.0,0.21,0.05,3.7,0.501,62.0,31.0,4.1,2.0,0.0,0.0,24.0,7.0,5.0,5.0,4.0,3.0,495.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69,200.0,92.0,35.0,17.0,0.45,1.0,0.01,0.01,16.0,8.0,0.8,1.5,0.0,0.0,48.1,36.2,6.0,10.0,0.0,0.0,16.0,8.0,4.9,1.0,8.0,8.0,1,1,0
52,521,10.0,5.0,0.05,0.05,0.1,0.2525,1.4,31.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,5.0,0.0,0.0,355.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.69,54.0,20.0,23.0,10.0,1.0,1.0,0.002,0.01,1.0,1.0,1.0,1.5,0.0,0.0,2.7,36.2,3.8,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.5,0,0,0
53,430,40.0,40.0,0.113,0.12,0.269,0.284,196.0,199.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,10.8,7.1,982.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.15,155.0,209.0,4.7,30.0,0.44,0.44,0.004,0.004,1.0,2.0,1.2,3.1,1.0,1.0,171.8,169.2,5.0,5.7,1.0,1.0,1.0,1.0,1.11,0.84,8.2,8.3,0,0,0
54,826,10.0,5.0,0.31,0.68,0.1785,0.2525,218.0,163.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,5.0,3.0,2.0,975.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,36.0,25.0,5.0,181.0,1.0,1.0,0.004,0.01,4.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,4.0,2.0,1.0,1.0,8.2,7.6,0,1,0
